ID,Experiment,Replicate,Phase,Site,SeedsSown,SeedsGerminated,GermProportion,Soil,Containment,Watering,Microtopography,SeedSource,SoilOrganicMatter,SoilBulkDensity,SoilVWaterContent,Elevation,MonthPrecipitation
179,Winter26Transplant,81,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,20.14419478,0.638117993,0.2577890094,-0.3404,0.99
180,Winter26Transplant,82,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,20.14419478,0.638117993,0.2577890094,-0.3404,0.99
181,Winter26Transplant,83,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,20.14419478,0.638117993,0.2577890094,-0.3404,0.99
182,Winter26Transplant,84,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,20.14419478,0.638117993,0.2577890094,-0.3404,0.99
183,Winter26Transplant,85,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,20.14419478,0.638117993,0.2577890094,-0.3404,0.99
184,Winter26Transplant,86,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,18.56840179,0.6860871163,0.3867267046,-0.3404,0.99
185,Winter26Transplant,87,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,18.56840179,0.6860871163,0.3867267046,-0.3404,0.99
186,Winter26Transplant,88,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,18.56840179,0.6860871163,0.3867267046,-0.3404,0.99
187,Winter26Transplant,89,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,18.56840179,0.6860871163,0.3867267046,-0.3404,0.99
188,Winter26Transplant,90,NA,SharkFlats,122,0,0,Ambient,Ground,None,Flat,Estrada,18.56840179,0.6860871163,0.3867267046,-0.3404,0.99
189,Winter26Transplant,91,NA,SharkFlats,92,2,0.02173913043,Ambient,Ground,None,Flat,Hester,17.7831554,0.8707958096,0.5241077008,-0.51072,0.99
190,Winter26Transplant,92,NA,SharkFlats,92,0,0,Ambient,Ground,None,Flat,Hester,17.7831554,0.8707958096,0.5241077008,-0.51072,0.99
191,Winter26Transplant,93,NA,SharkFlats,92,0,0,Ambient,Ground,None,Flat,Hester,17.7831554,0.8707958096,0.5241077008,-0.51072,0.99
192,Winter26Transplant,94,NA,SharkFlats,92,0,0,Ambient,Ground,None,Flat,Hester,17.7831554,0.8707958096,0.5241077008,-0.51072,0.99
193,Winter26Transplant,95,NA,SharkFlats,92,0,0,Ambient,Ground,None,Flat,Hester,17.7831554,0.8707958096,0.5241077008,-0.51072,0.99
194,Winter26Transplant,96,NA,SharkFlats,92,0,0,Ambient,Ground,None,Flat,Hester,12.96169132,0.9674692152,0.5084874104,-0.51072,0.99
195,Winter26Transplant,97,NA,SharkFlats,92,0,0,Ambient,Ground,None,Flat,Hester,12.96169132,0.9674692152,0.5084874104,-0.51072,0.99
196,Winter26Transplant,98,NA,SharkFlats,92,0,0,Ambient,Ground,None,Flat,Hester,12.96169132,0.9674692152,0.5084874104,-0.51072,0.99
197,Winter26Transplant,99,NA,SharkFlats,92,0,0,Ambient,Ground,None,Flat,Hester,12.96169132,0.9674692152,0.5084874104,-0.51072,0.99
198,Winter26Transplant,100,NA,SharkFlats,92,0,0,Ambient,Ground,None,Flat,Hester,12.96169132,0.9674692152,0.5084874104,-0.51072,0.99
199,Winter26Transplant,101,NA,SharkFlats,101,18,0.1782178218,Ambient,Ground,None,Flat,SharkFlat,14.10558578,0.7107149421,0.3002573056,-0.51818,0.99
200,Winter26Transplant,102,NA,SharkFlats,101,5,0.0495049505,Ambient,Ground,None,Flat,SharkFlat,14.10558578,0.7107149421,0.3002573056,-0.51818,0.99
201,Winter26Transplant,103,NA,SharkFlats,101,17,0.1683168317,Ambient,Ground,None,Flat,SharkFlat,14.10558578,0.7107149421,0.3002573056,-0.51818,0.99
202,Winter26Transplant,104,NA,SharkFlats,101,9,0.08910891089,Ambient,Ground,None,Flat,SharkFlat,14.10558578,0.7107149421,0.3002573056,-0.51818,0.99
203,Winter26Transplant,105,NA,SharkFlats,101,6,0.05940594059,Ambient,Ground,None,Flat,SharkFlat,14.10558578,0.7107149421,0.3002573056,-0.51818,0.99
204,Winter26Transplant,106,NA,SharkFlats,101,2,0.0198019802,Ambient,Ground,None,Flat,SharkFlat,14.28081218,0.9672854255,0.4384598419,-0.51818,0.99
205,Winter26Transplant,107,NA,SharkFlats,101,8,0.07920792079,Ambient,Ground,None,Flat,SharkFlat,14.28081218,0.9672854255,0.4384598419,-0.51818,0.99
206,Winter26Transplant,108,NA,SharkFlats,101,2,0.0198019802,Ambient,Ground,None,Flat,SharkFlat,14.28081218,0.9672854255,0.4384598419,-0.51818,0.99
207,Winter26Transplant,109,NA,SharkFlats,101,0,0,Ambient,Ground,None,Flat,SharkFlat,14.28081218,0.9672854255,0.4384598419,-0.51818,0.99
208,Winter26Transplant,110,NA,SharkFlats,101,0,0,Ambient,Ground,None,Flat,SharkFlat,14.28081218,0.9672854255,0.4384598419,-0.51818,0.99
209,Winter26Amendment,121,Phase3,Hester,450,3,0.006666666667,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,-0.74538,0.99
210,Winter26Amendment,122,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,-0.74538,0.99
211,Winter26Amendment,123,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,-0.74538,0.99
212,Winter26Amendment,124,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,-0.74538,0.99
213,Winter26Amendment,125,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,-0.74538,0.99
214,Winter26Amendment,126,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,-0.74538,0.99
215,Winter26Amendment,127,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,-0.74538,0.99
216,Winter26Amendment,128,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,-0.74538,0.99
217,Winter26Amendment,129,Phase3,Hester,450,13,0.02888888889,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,-0.74538,0.99
218,Winter26Amendment,130,Phase3,Hester,450,48,0.1066666667,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,-0.74538,0.99
219,Winter26Amendment,131,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,-0.66528,0.99
220,Winter26Amendment,132,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,-0.66528,0.99
221,Winter26Amendment,133,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,-0.66528,0.99
222,Winter26Amendment,134,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,-0.66528,0.99
223,Winter26Amendment,135,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,-0.66528,0.99
224,Winter26Amendment,136,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,-0.66528,0.99
225,Winter26Amendment,137,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,-0.66528,0.99
226,Winter26Amendment,138,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,-0.66528,0.99
227,Winter26Amendment,139,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,-0.66528,0.99
228,Winter26Amendment,140,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,-0.66528,0.99
229,Winter26Amendment,141,Phase3,Hester,450,1,0.002222222222,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,-0.66528,0.99
230,Winter26Amendment,142,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,-0.66528,0.99
231,Winter26Amendment,143,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,-0.66528,0.99
232,Winter26Amendment,144,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,-0.66528,0.99
233,Winter26Amendment,145,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,-0.66528,0.99
234,Winter26Amendment,146,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,-0.66528,0.99
235,Winter26Amendment,147,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,-0.66528,0.99
236,Winter26Amendment,148,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,-0.66528,0.99
237,Winter26Amendment,149,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,-0.66528,0.99
238,Winter26Amendment,150,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,-0.66528,0.99
239,Winter26Amendment,151,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,-0.78876,0.99
240,Winter26Amendment,152,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,-0.78876,0.99
241,Winter26Amendment,153,Phase3,Hester,450,1,0.002222222222,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,-0.78876,0.99
242,Winter26Amendment,154,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,-0.78876,0.99
243,Winter26Amendment,155,Phase3,Hester,450,2,0.004444444444,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,-0.78876,0.99
244,Winter26Amendment,156,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,-0.78876,0.99
245,Winter26Amendment,157,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,-0.78876,0.99
246,Winter26Amendment,158,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,-0.78876,0.99
247,Winter26Amendment,159,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,-0.78876,0.99
248,Winter26Amendment,160,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,-0.78876,0.99
249,Winter26Amendment,171,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,-0.81982,0.99
250,Winter26Amendment,172,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,-0.81982,0.99
251,Winter26Amendment,173,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,-0.81982,0.99
252,Winter26Amendment,174,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,-0.81982,0.99
253,Winter26Amendment,175,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,-0.81982,0.99
254,Winter26Amendment,176,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,-0.81982,0.99
255,Winter26Amendment,177,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,-0.81982,0.99
256,Winter26Amendment,178,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,-0.81982,0.99
257,Winter26Amendment,179,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,-0.81982,0.99
258,Winter26Amendment,180,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,-0.81982,0.99
259,Winter26Amendment,191,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,-0.68929,0.99
260,Winter26Amendment,192,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,-0.68929,0.99
261,Winter26Amendment,193,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,-0.68929,0.99
262,Winter26Amendment,194,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,-0.68929,0.99
263,Winter26Amendment,195,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,-0.68929,0.99
264,Winter26Amendment,196,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,-0.68929,0.99
265,Winter26Amendment,197,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,-0.68929,0.99
266,Winter26Amendment,198,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,-0.68929,0.99
267,Winter26Amendment,199,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,-0.68929,0.99
268,Winter26Amendment,200,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,-0.68929,0.99
