ID,Experiment,Replicate,Phase,Site,SeedsSown,SeedsGerminated,GermProportion,Soil,Containment,Watering,Microtopography,SeedSource,SoilOrganicMatter,SoilBulkDensity,SoilVWaterContent,Elevation,MonthPrecipitation,AnnualPrecipitation,25mVeg
206,Winter26Transplant,108,NA,SharkFlats,101,2,0.0198019802,Ambient,Ground,None,Flat,SharkFlat,14.28081218,0.9672854255,0.4384598419,,,,
207,Winter26Transplant,109,NA,SharkFlats,101,0,0,Ambient,Ground,None,Flat,SharkFlat,14.28081218,0.9672854255,0.4384598419,,,,
208,Winter26Transplant,110,NA,SharkFlats,101,0,0,Ambient,Ground,None,Flat,SharkFlat,14.28081218,0.9672854255,0.4384598419,,,,
209,Winter26Amendment,121,Phase3,Hester,450,3,0.006666666667,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,,,,
210,Winter26Amendment,122,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,,,,
211,Winter26Amendment,123,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,,,,
212,Winter26Amendment,124,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,,,,
213,Winter26Amendment,125,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.513941841,1.106046683,0.3386546591,,,,
214,Winter26Amendment,126,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,,,,
215,Winter26Amendment,127,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,,,,
216,Winter26Amendment,128,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,,,,
217,Winter26Amendment,129,Phase3,Hester,450,13,0.02888888889,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,,,,
218,Winter26Amendment,130,Phase3,Hester,450,48,0.1066666667,Ambient,Ground,Watered Daily,Flat,SeedMix,2.50524557,1.111192795,0.2782503216,,,,
219,Winter26Amendment,131,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,,,,
220,Winter26Amendment,132,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,,,,
221,Winter26Amendment,133,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,,,,
222,Winter26Amendment,134,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,,,,
223,Winter26Amendment,135,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,2.709361821,1.4534093,0.2534295166,,,,
224,Winter26Amendment,136,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,,,,
225,Winter26Amendment,137,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,,,,
226,Winter26Amendment,138,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,,,,
227,Winter26Amendment,139,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,,,,
228,Winter26Amendment,140,Phase3,Hester,450,0,0,PottingSoil,Ground,Watered Daily,Flat,SeedMix,6.668063956,1.339459658,0.2562212829,,,,
229,Winter26Amendment,141,Phase3,Hester,450,1,0.002222222222,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,,,,
230,Winter26Amendment,142,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,,,,
231,Winter26Amendment,143,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,,,,
232,Winter26Amendment,144,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,,,,
233,Winter26Amendment,145,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,2.482513751,1.259878699,0.2796397721,,,,
234,Winter26Amendment,146,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,,,,
235,Winter26Amendment,147,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,,,,
236,Winter26Amendment,148,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,,,,
237,Winter26Amendment,149,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,,,,
238,Winter26Amendment,150,Phase3,Hester,450,0,0,PottingSoil,Ground,None,Flat,SeedMix,3.255967214,1.044109539,0.2907829443,,,,
239,Winter26Amendment,151,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,,,,
240,Winter26Amendment,152,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,,,,
241,Winter26Amendment,153,Phase3,Hester,450,1,0.002222222222,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,,,,
242,Winter26Amendment,154,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,,,,
243,Winter26Amendment,155,Phase3,Hester,450,2,0.004444444444,Ambient,Ground,Watered Daily,Flat,SeedMix,2.30723414,1.258408381,0.2621337989,,,,
244,Winter26Amendment,156,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,,,,
245,Winter26Amendment,157,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,,,,
246,Winter26Amendment,158,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,,,,
247,Winter26Amendment,159,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,,,,
248,Winter26Amendment,160,Phase3,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.286538756,1.058077559,0.1596636648,,,,
249,Winter26Amendment,171,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,,,,
250,Winter26Amendment,172,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,,,,
251,Winter26Amendment,173,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,,,,
252,Winter26Amendment,174,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,,,,
253,Winter26Amendment,175,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.805636101,1.35949274,0.3058298107,,,,
254,Winter26Amendment,176,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,,,,
255,Winter26Amendment,177,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,,,,
256,Winter26Amendment,178,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,,,,
257,Winter26Amendment,179,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,,,,
258,Winter26Amendment,180,Phase1,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,1.641540026,1.117625437,0.3207645653,,,,
259,Winter26Amendment,191,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,,,,
260,Winter26Amendment,192,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,,,,
261,Winter26Amendment,193,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,,,,
262,Winter26Amendment,194,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,,,,
263,Winter26Amendment,195,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.595574629,1.601543834,0.2827182503,,,,
264,Winter26Amendment,196,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,,,,
265,Winter26Amendment,197,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,,,,
266,Winter26Amendment,198,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,,,,
267,Winter26Amendment,199,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,,,,
268,Winter26Amendment,200,Phase2,Hester,450,0,0,Ambient,Ground,Watered Daily,Flat,SeedMix,2.552068646,1.588310972,0.2917368131,,,,
